0	324
1	426
2	617
3	795
4	1035
5	1269
6	1477
7	1674
8	1722
9	1835
10	1898
11	1922
12	1991
13	2061
14	2191
15	2163
16	1916
17	1891
18	1844
19	1853
20	1840
21	1944
22	1999
23	1931
24	1927
25	1967
26	1863
27	1864
28	1877
29	1982
30	2046
31	2014
32	2097
33	2107
34	2145
35	2242
36	2217
37	2223
38	2276
39	2254
40	2252
41	2366
42	2327
43	2270
44	2367
45	2400
46	2423
47	2564
48	2512
49	2487
50	2507
51	2551
52	2419
53	2486
54	2513
55	2490
56	2504
57	2535
58	2471
59	2540
60	2616
61	2522
62	2488
63	2456
64	2555
65	2525
66	2474
67	2369
68	2299
69	2366
70	2297
71	2383
72	2333
73	2384
74	2374
75	2428
76	2483
77	2491
78	2507
79	2596
80	2618
81	2656
82	2766
83	2671
84	2829
85	2910
86	2856
87	2903
88	2879
89	2987
90	2913
91	3071
92	2970
93	3016
94	2963
95	3040
96	3005
97	3065
98	3102
99	3088
100	3127
101	3167
102	3237
103	3179
104	3248
105	3256
106	3128
107	3138
108	3206
109	3162
110	3091
111	3163
112	3142
113	3205
114	3136
115	3036
116	3050
117	3097
118	3078
119	3103
120	3130
121	3103
122	3031
123	3030
124	3048
125	3020
126	2947
127	2987
128	2947
129	2817
130	2771
131	2960
132	2781
133	2773
134	2822
135	2701
136	2631
137	2728
138	2591
139	2647
140	2532
141	2497
142	2429
143	2467
144	2544
145	2383
146	2571
147	2384
148	2389
149	2361
150	2418
151	2382
152	2299
153	2383
154	2342
155	2331
156	2313
157	2312
158	2327
159	2235
160	2370
161	2238
162	2312
163	2300
164	2308
165	2323
166	2194
167	2201
168	2340
169	2223
170	2240
171	2247
172	2243
173	2254
174	2193
175	2207
176	2135
177	2188
178	2195
179	2250
180	2181
181	2264
182	2317
183	2286
184	2340
185	2426
186	2408
187	2463
188	2682
189	2639
190	2647
191	2633
192	2781
193	2768
194	2880
195	2856
196	2895
197	3022
198	2987
199	3041
200	3005
201	3014
202	3065
203	3034
204	2938
205	2952
206	2806
207	2747
208	2610
209	2697
210	2553
211	2476
212	2454
213	2397
214	2335
215	2138
216	2231
217	2233
218	2172
219	2194
220	2169
221	2124
222	2030
223	1966
224	1803
225	1845
226	1675
227	1515
228	1428
229	1460
230	1362
231	1268
232	1207
233	1134
234	1040
235	1036
236	994
237	977
238	945
239	921
240	852
241	784
242	819
243	769
244	825
245	819
246	831
247	862
248	807
249	902
250	875
251	1042
252	1244
253	1749
254	3580
255	18413
