0	45
1	317
2	510
3	392
4	470
5	501
6	572
7	558
8	637
9	787
10	742
11	923
12	845
13	1024
14	1192
15	1071
16	1260
17	1516
18	1471
19	1812
20	1499
21	1500
22	1992
23	1589
24	2087
25	1705
26	1801
27	2259
28	1972
29	2091
30	1878
31	2008
32	1836
33	1855
34	1931
35	1877
36	1932
37	1860
38	1908
39	1807
40	1854
41	1901
42	1869
43	1819
44	1806
45	1831
46	1856
47	1722
48	1889
49	1712
50	1789
51	1677
52	1680
53	1660
54	1727
55	1803
56	1672
57	1715
58	1684
59	1734
60	1728
61	1601
62	1835
63	1786
64	1739
65	1734
66	1796
67	1849
68	1742
69	1854
70	1829
71	1813
72	1744
73	1785
74	1941
75	1944
76	1810
77	1806
78	1814
79	1888
80	1930
81	1897
82	1942
83	2025
84	1999
85	2047
86	1936
87	1949
88	2079
89	1993
90	2110
91	2051
92	2011
93	2051
94	2021
95	2110
96	2010
97	2236
98	2045
99	2114
100	2152
101	2150
102	2205
103	2094
104	2386
105	2172
106	2192
107	2242
108	2190
109	2253
110	2293
111	2166
112	2367
113	2157
114	2334
115	2289
116	2295
117	2420
118	2236
119	2418
120	2397
121	2290
122	2554
123	2302
124	2524
125	2367
126	2388
127	2501
128	2346
129	2373
130	2483
131	2501
132	2614
133	2518
134	2361
135	2685
136	2406
137	2608
138	2508
139	2610
140	2714
141	2520
142	2635
143	2596
144	2540
145	2623
146	2562
147	2534
148	2689
149	2740
150	2737
151	2767
152	2908
153	2906
154	2921
155	2767
156	2927
157	2743
158	2950
159	3073
160	3063
161	3013
162	3019
163	2949
164	3082
165	2890
166	2883
167	2944
168	3110
169	2945
170	3108
171	3253
172	3253
173	3133
174	3210
175	3459
176	3383
177	3425
178	3607
179	3582
180	3655
181	3877
182	3733
183	4078
184	4249
185	4161
186	4420
187	4581
188	4878
189	4945
190	5133
191	5185
192	5185
193	5186
194	5071
195	5264
196	5243
197	5299
198	5654
199	5569
200	5526
201	6041
202	6242
203	6553
204	7029
205	6523
206	6403
207	6685
208	7230
209	6759
210	6913
211	6941
212	7658
213	7618
214	7500
215	7949
216	7256
217	8066
218	8826
219	7946
220	7375
221	6483
222	5088
223	5497
224	4499
225	3054
226	4227
227	3599
228	2586
229	2278
230	2073
231	1795
232	1741
233	1457
234	1330
235	1181
236	1193
237	1152
238	1093
239	1064
240	970
241	999
242	931
243	909
244	859
245	839
246	794
247	783
248	604
249	626
250	632
251	518
252	490
253	463
254	307
255	161
