0	4506
1	1476
2	0
3	2350
4	0
5	0
6	0
7	5827
8	0
9	2395
10	0
11	2423
12	2233
13	0
14	2249
15	0
16	2398
17	2365
18	0
19	2305
20	0
21	2317
22	2304
23	0
24	2324
25	2254
26	0
27	2195
28	0
29	2211
30	2229
31	0
32	2162
33	2079
34	0
35	2185
36	2035
37	0
38	1931
39	1862
40	1942
41	0
42	1835
43	1794
44	1807
45	0
46	1759
47	1712
48	1654
49	1551
50	1487
51	1539
52	1501
53	1525
54	1429
55	1532
56	0
57	1443
58	1433
59	1469
60	1468
61	1605
62	1455
63	1429
64	1465
65	1474
66	1522
67	1479
68	1497
69	1548
70	1529
71	0
72	1619
73	1608
74	1656
75	1704
76	1738
77	0
78	1727
79	1855
80	1910
81	0
82	1907
83	1934
84	1942
85	0
86	2050
87	2106
88	0
89	2068
90	2105
91	0
92	2029
93	2135
94	0
95	2194
96	2088
97	0
98	2140
99	2136
100	0
101	1968
102	1881
103	0
104	1882
105	1870
106	1760
107	1735
108	0
109	1661
110	1655
111	1566
112	1537
113	1501
114	1500
115	1406
116	1379
117	1387
118	1314
119	1377
120	1236
121	1158
122	2391
123	1097
124	1040
125	2115
126	1130
127	1120
128	1119
129	2263
130	1115
131	1074
132	1116
133	2260
134	1118
135	1132
136	1024
137	2322
138	1132
139	1157
140	1089
141	1172
142	2263
143	1163
144	1206
145	1217
146	1154
147	2380
148	1236
149	1219
150	1201
151	1282
152	1358
153	1352
154	1376
155	1381
156	1416
157	1406
158	1389
159	1373
160	1313
161	1338
162	1342
163	1302
164	2558
165	1380
166	1367
167	1299
168	1312
169	1305
170	1392
171	1329
172	1403
173	1293
174	1337
175	1317
176	1275
177	1302
178	1340
179	1436
180	1337
181	1425
182	1404
183	1348
184	1324
185	1318
186	1387
187	1365
188	1363
189	2637
190	1192
191	1150
192	1205
193	1272
194	1248
195	1306
196	1302
197	2560
198	1275
199	1244
200	1326
201	1237
202	1251
203	1303
204	1329
205	1279
206	1354
207	1383
208	1440
209	1422
210	1405
211	1486
212	1509
213	1528
214	1597
215	1525
216	1537
217	1536
218	0
219	1545
220	1461
221	1463
222	1498
223	1437
224	1466
225	1463
226	1466
227	1426
228	1446
229	1385
230	1483
231	1471
232	1426
233	1393
234	1426
235	1371
236	1482
237	1430
238	1279
239	1317
240	1218
241	2237
242	1117
243	1019
244	1085
245	2042
246	911
247	1805
248	1760
249	1463
250	737
251	2078
252	1227
253	1130
254	1701
255	157
