0	22
1	412
2	310
3	624
4	766
5	964
6	1161
7	1221
8	1383
9	1490
10	1493
11	1691
12	2060
13	1972
14	2195
15	2273
16	2128
17	2575
18	2456
19	2843
20	2750
21	2858
22	2720
23	2850
24	2879
25	2729
26	2829
27	2679
28	2806
29	2674
30	2658
31	2587
32	2660
33	2601
34	2474
35	2614
36	2506
37	2594
38	2527
39	2529
40	2494
41	2465
42	2528
43	2472
44	2539
45	2409
46	2408
47	2440
48	2461
49	2346
50	2383
51	2389
52	2301
53	2367
54	2323
55	2280
56	2321
57	2291
58	2312
59	2301
60	2381
61	2316
62	2236
63	2352
64	2381
65	2345
66	2360
67	2365
68	2269
69	2279
70	2263
71	2373
72	2360
73	2270
74	2401
75	2390
76	2414
77	2412
78	2546
79	2499
80	2520
81	2398
82	2608
83	2575
84	2583
85	2646
86	2583
87	2764
88	2607
89	2762
90	2734
91	2675
92	2751
93	2713
94	2821
95	2823
96	2727
97	2690
98	2749
99	2753
100	2831
101	2812
102	2863
103	2777
104	2807
105	2774
106	2832
107	2865
108	2706
109	2834
110	2783
111	2939
112	2793
113	2831
114	2744
115	2622
116	2864
117	2781
118	2647
119	2668
120	2883
121	2764
122	2795
123	2703
124	2883
125	2680
126	2759
127	2676
128	2705
129	2665
130	2796
131	2671
132	2636
133	2703
134	2645
135	2639
136	2637
137	2534
138	2580
139	2585
140	2605
141	2473
142	2553
143	2588
144	2511
145	2582
146	2461
147	2542
148	2485
149	2443
150	2513
151	2496
152	2590
153	2400
154	2544
155	2451
156	2419
157	2522
158	2438
159	2432
160	2461
161	2424
162	2462
163	2429
164	2446
165	2352
166	2452
167	2453
168	2370
169	2314
170	2482
171	2461
172	2392
173	2426
174	2375
175	2348
176	2290
177	2431
178	2236
179	2302
180	2352
181	2342
182	2290
183	2276
184	2248
185	2278
186	2235
187	2275
188	2308
189	2217
190	2303
191	2121
192	2163
193	2150
194	2246
195	2084
196	2191
197	2109
198	2216
199	2049
200	2163
201	2105
202	2092
203	2210
204	2202
205	2095
206	2152
207	2193
208	2081
209	2258
210	2075
211	2125
212	2090
213	2096
214	2173
215	2142
216	2124
217	2142
218	2142
219	2141
220	2139
221	2161
222	2097
223	2051
224	2192
225	2239
226	2150
227	2196
228	2065
229	2077
230	2030
231	2060
232	2024
233	1866
234	1890
235	1903
236	1845
237	1833
238	1684
239	1708
240	1845
241	1669
242	1722
243	1611
244	1802
245	1416
246	1589
247	1438
248	1565
249	1264
250	1572
251	1387
252	1558
253	2552
254	953
255	18710
