0	2575
1	0
2	0
3	610
4	0
5	488
6	0
7	0
8	456
9	0
10	379
11	0
12	366
13	0
14	311
15	327
16	0
17	301
18	281
19	0
20	230
21	220
22	221
23	231
24	197
25	0
26	210
27	205
28	186
29	212
30	204
31	182
32	178
33	182
34	142
35	350
36	177
37	177
38	157
39	165
40	174
41	175
42	175
43	189
44	186
45	189
46	183
47	189
48	213
49	216
50	216
51	0
52	220
53	219
54	212
55	203
56	203
57	218
58	227
59	0
60	219
61	250
62	263
63	0
64	234
65	235
66	254
67	0
68	246
69	239
70	281
71	0
72	266
73	268
74	0
75	279
76	284
77	0
78	294
79	0
80	320
81	333
82	0
83	329
84	0
85	368
86	0
87	340
88	0
89	369
90	0
91	377
92	0
93	374
94	0
95	379
96	0
97	402
98	0
99	392
100	0
101	384
102	0
103	375
104	0
105	0
106	381
107	324
108	0
109	336
110	0
111	322
112	0
113	339
114	285
115	0
116	266
117	253
118	253
119	0
120	237
121	247
122	266
123	0
124	240
125	242
126	215
127	212
128	220
129	174
130	182
131	184
132	199
133	175
134	197
135	0
136	197
137	211
138	166
139	199
140	219
141	210
142	225
143	219
144	207
145	0
146	210
147	280
148	243
149	0
150	249
151	279
152	0
153	272
154	261
155	0
156	269
157	283
158	0
159	269
160	236
161	251
162	235
163	0
164	224
165	203
166	212
167	211
168	246
169	217
170	180
171	176
172	0
173	232
174	186
175	206
176	170
177	191
178	192
179	177
180	186
181	163
182	197
183	177
184	355
185	0
186	213
187	190
188	196
189	194
190	214
191	216
192	241
193	0
194	221
195	190
196	194
197	187
198	216
199	190
200	173
201	195
202	194
203	211
204	230
205	197
206	192
207	195
208	186
209	192
210	167
211	160
212	151
213	151
214	271
215	139
216	150
217	253
218	117
219	260
220	190
221	123
222	247
223	118
224	284
225	139
226	245
227	120
228	218
229	209
230	196
231	139
232	163
233	223
234	170
235	180
236	231
237	165
238	208
239	184
240	179
241	184
242	186
243	180
244	211
245	156
246	164
247	214
248	169
249	115
250	282
251	0
252	330
253	0
254	0
255	431
